"Article_ID";"Date";"Title";"Subject";"Topic.Code"
7366;"9-Jan-02";"U.S. IS BUILDING UP ITS MILITARY BASES IN AFGHAN REGION";"War on terror strategy; establishment of long-term U.S. bases in Afghanistan and Central Asia.";16
28548;"10-Jan-02";"On Saggy Wall St., Merrill Leads Way With Retrenchment";"Re-trenchment of Merrill Lynch and other financial corporations after over-expansion during the 1990s.";15
20044;"12-Jan-02";"Video Captures Sept. 11 Horror In Raw Replay";"9/11; video of destruction of north tower.";16
20045;"13-Jan-02";"In the Pit, Dark Relics and Last Obstacles";"9/11 aftermath; state of the WTC ruins.";16
23166;"14-Jan-02";"Fall of Enron Ends Its Dance With Houston";"Enron scandal; effect of corporation's collapse on Houston businesses and charities.";15
23923;"15-Jan-02";"After the Fall";"Bush fainting after choking on a pretzel.";20
28554;"17-Jan-02";"4 Former Radicals Are Charged In 1975 Killing in Bank Robbery";"Trial of former members of the Symbionese Liberation Army for shooting of bank teller during robbery.";12
19510;"18-Jan-02";"U.S. Hunts 5 Men Seen on Tape, Saying They May Plan Attack";"Alert in U.S. for men whose ""martyrdom messages"" were reportedly found in Afghanistan.";19
23176;"19-Jan-02";"Auditing Firms Exercise Power In Washington";"Enron scandal; political power of auditing companies; role thereof in avoiding regulation.";15
28559;"20-Jan-02";"LACK OF OVERSIGHT IN TISSUE DONATION RAISING CONCERNS";"Lack of regulation of tissue donations for replacement operations.";3
6935;"21-Jan-02";"Crash in Afghanistan Kills 2 U.S. Marines";"Death of Marines in helicopter crash in Afghanistan.";16
18644;"23-Jan-02";"Arab Slays 2 and Wounds 20 After 4 Die in a Raid by Israel";"Arab/ Israeli Violence";19
23186;"24-Jan-02";"WIDE EFFORT SEEN IN SHREDDING DATA ON ENRON'S AUDITS";"Enron scandal; cooperation to shred audits";15
25243;"25-Jan-02";"HOUSE VOTE IS SET ON CAMPAIGN BILL";"house to vote on campaign finance reform";20
22130;"26-Jan-02";"Capriati, Way Down Under, Rallies to Repeat";"tennis";29
6972;"27-Jan-02";"POWELL ASKS BUSH TO REVIEW STAND ON WAR CAPTIVES";"Colin Powell wants review of war captives stance";16
19516;"28-Jan-02";"EFFORTS TO TRACK FOREIGN STUDENTS ARE SAID TO LAG";"tracking of foreign students";19
19518;"29-Jan-02";"U.S. IS REQUESTING TIGHTER SECURITY AT UTAH OLYMPICS";"security at the olympics; worries about terror attacks";19
8040;"30-Jan-02";"Diplomacy Star Is Born";"Good impressions created by interim Afghan President Hamid Karzai's during a visit to Washington.";19
17193;"31-Jan-02";"Rich and Powerful Gathering At Elite Forum on Economy";"World Economic Forum in Manhattan";19
20054;"1-Feb-02";"Grandma Helps To Fill the Void Left by Sept. 11";"grandparents raising kids orphaned by 9/11";16
5469;"2-Feb-02";"BUSH SEES BIG RISE IN MILITARY BUDGET FOR NEXT 5 YEARS";"military budget to rise";16
28576;"3-Feb-02";"Hard-Pressed Parents Fall Behind on Tuition";"parents having trouble with tuition in failing economy";6
23211;"4-Feb-02";"Talk of Crime Gets Big Push";"Enron scandal";15
28578;"5-Feb-02";"Preserving Oklahoma In California";"dust bowlers trying to preserve Oklahoma in CA";14
22139;"7-Feb-02";"Some Winter Stars Prefer Green to Gold";"olympics";29
6745;"8-Feb-02";"Post-Mortem on a Raid";"mistakes in a US raid in Afghanistan";16
6746;"9-Feb-02";"HIGH TALIBAN AIDE IS IN U.S. CUSTODY AT KANDAHAR BASE";"Taliban aide captured, held in US detention compound";16
23222;"10-Feb-02";"Enron Fall Creates Race to Regulate";"Enron scandal";15
25245;"12-Feb-02";"White House Is Backing Foes Of Finance Bill";"white house opposing campaign finance";20
8071;"13-Feb-02";"October Strike on Taliban Hit Civilians, Survivors Say";"accidental killing of Afghan civilians";16
28586;"14-Feb-02";"BLOOMBERG SEEKS CUTS IN SPENDING AT MOST AGENCIES";"nyc budget crisis; bloomberg wants budget cuts";24
28589;"15-Feb-02";"Driver Who Mowed Down 19 Returned to Hit 7, Police Say";"driver killed 26";12
22157;"16-Feb-02";"SALT LAKE 2002";"olympics";29
23404;"17-Feb-02";"Scores of Bodies Strewn at Site Of Crematory";"funeral director's furnace broken, left uncremated bodies";15
23467;"18-Feb-02";"Revival of Betting Tradition Leads to Division in Saratoga";"Saratoga betting tradition causing rift";15
23231;"19-Feb-02";"Congress's Scrutiny Shifts to Wall Street And Its Enron Role";"Enron scandal; Congress's scrutiny moves to stock market";15
18650;"20-Feb-02";"Pakistan to Cut Islamists' Links To Spy Agency";"pakistan disbanding parts of its intelligence service";19
28595;"21-Feb-02";"Mountain of 90's Debt Looms As City and State Feel Pinch";"NYC budget crisis";24
6748;"22-Feb-02";"U.S. Says 16 Killed in Raids Weren't Taliban or Al Qaeda";"Afghan fighters accidentally killed by US";16
7196;"23-Feb-02";"Suspect Says Reporter Was Slain In January as Part of Wider Plot";"daniel pearl slain";16
22177;"25-Feb-02";"SALT LAKE 2002";"olympics";29
6979;"26-Feb-02";"U.S. Is in Talks on Handing Over Of Suspect in Reporter's Killing";"suspect in Daniel Pearl killing could be handed over to the US";16
7243;"27-Feb-02";"A 'Damaged' Information Office Is Declared Closed by Rumsfeld";"pentagon propaganda office";16
7244;"28-Feb-02";"Radio Transmitter To Oppose Hussein Wins U.S. Support";"radio transmitting propaganda in iraq";16
23235;"1-Mar-02";"Enron Paid Huge Bonuses in '01; Experts See a Motive for Cheating";"Enron scandal";15
20073;"3-Mar-02";"9 Hijackers Scrutinized";"9/11 hijackers";16
28609;"4-Mar-02";"Questions Raised of Conflicts At 2 Hospital Buying Groups";"monitor inventor prevented from selling device to hospitals";3
26429;"5-Mar-02";"Stocks Gain on Signs Of Quicker Recovery";"stock rally";15
6757;"6-Mar-02";"Americans Battling Closer to Qaeda Bunkers";"American offensive in Afghanistan";16
20077;"7-Mar-02";"State and City to Share Control of Rebuilding";"rebuilding ground zero";16
24199;"9-Mar-02";"Bush Is Still Winning War There, But He Begins to Lose Battles Here";"Increasing pressure on Bush to compromise on domestic issues, especially in Congress, despite continued support for military action against terrorism.";20
6760;"10-Mar-02";"AFGHANS' RETREAT FORCED AMERICANS TO LEAD A BATTLE";"afghans retreat from a battle";16
6762;"11-Mar-02";"Saying Battle Is Reaching End, U.S. Sends Troops Back to Base";"end of a US offensive in Afghanistan";16
28618;"12-Mar-02";"SPECIAL TODAY: RETIREMENT";"retirement";13
28622;"13-Mar-02";"HOSPITAL IS FINED FOR 'WOEFUL' CARE";"hospital fines for poor care";3
28623;"15-Mar-02";"More Infections Seen After Tissue Implants";"officials find fatal mistakes in tissue-processing company";3
23242;"16-Mar-02";"LONGTIME CLIENTS ABANDON AUDITOR";"Arthur Anderson";15
28625;"17-Mar-02";"Columbia Soothes The Dogs of War In Its English Dept.";"Columbia's English department repairing itself after faculty fallout";6
20334;"18-Mar-02";"2 Americans Killed in Attack on Pakistan Church";"church attacked in Pakistan";19
17250;"19-Mar-02";"Leaner Factories, Fewer Workers Bring More Labor Unrest to China";"Labor Unrest In Shift to Capitalism";19
25249;"21-Mar-02";"CAMPAIGN FINANCE BILL WINS FINAL APPROVAL IN CONGRESS AND BUSH SAYS HE'LL SIGN IT";"campaign finance passes congress";20
22185;"22-Mar-02";"Indiana Rejects Duke In Night of Upsets";"basketball";29
22833;"23-Mar-02";"In Court Files, How Bishop Handled a Problem Priest";"priest abuse scandal";31
18673;"24-Mar-02";"Israelis Warned on Arafat";"Israel must allow arafat to travel to arab league meeting";19
26434;"25-Mar-02";"No Inbound Traffic At Holland Tunnel";"Holland Tunnel shut down for inbound traffic due to fire";10
28643;"26-Mar-02";"U.S., Alarmed by Corrosion, Orders Checking of Reactors";"US mandates check on nuclear reactors";8
28647;"27-Mar-02";"New Jersey Budget Plan Cuts Aid To Avert Worst Shortfall in U.S.";"NJ budget problems";24
22572;"29-Mar-02";"Billy Wilder, Master of Caustic Films, Dies at 95";"film writer/director dies";30
18679;"30-Mar-02";"Sharon's Two Struggles";"Ariel Sharon's strategy";19
28650;"31-Mar-02";"Medicare Is Now Covering Treatment for Alzheimer's";"medicare covering Alzheimer's treatment";3
23491;"2-Apr-02";"NEW ON TUESDAYS: BUSINESS TRAVEL";"business travel";15
28652;"3-Apr-02";"City's Pension Funds Reel After Taking a Dual Blow";"NYC budget crisis and the pension plan";24
22839;"4-Apr-02";"Prosecutor Gets A List of Priests In Abuse Files";"priest abuse scandal";31
20491;"5-Apr-02";"BUSH DEMANDS ISRAELI PULLOUT; INSISTS ARAFAT OPPOSE TERROR; POWELL WILL GO TO THE MIDEAST";"bush demands israeli withdrawal";19
20494;"6-Apr-02";"ARAB PROTESTERS FOCUS IRE ON U.S.";"anti-israeli protests in arab nations";19
18695;"8-Apr-02";"ISRAEL PERSISTING WITH WIDE SWEEP DESPITE U.S. CALLS";"Isreal continues assault";19
18697;"9-Apr-02";"Israel Starts Leaving 2 Areas, but Will Continue Drive";"Israel pulling out of 2 areas";19
22847;"10-Apr-02";"Its Bearings Shaken, a Parish Buries a Troubled Clergyman";"priest abuse scandal";31
23255;"11-Apr-02";"ANDERSEN IS SAID TO BE NEAR A DEAL ON ENRON CHARGES";"Enron scandal; Arthur Anderson";15
20500;"12-Apr-02";"'Because It's Necessary'";"powell in the mideast";19
20504;"14-Apr-02";"Arafat Condemns Terror; Powell Meeting On";"arafat to meet with powell";19
23256;"15-Apr-02";"U.S. INQUIRY TRACKS INSIDERS AT ENRON";"Enron scandal";15
18706;"16-Apr-02";"ISRAELIS CAPTURE AN ARAFAT DEPUTY IN THE WEST BANK";"arafat deputy captured in west bank";19
6940;"17-Apr-02";"Bodies of 4 G.I.'s Killed in Afghanistan Arrive in Germany";"bodies of 4 soldiers killed in Afghanistan arrive in germany";16
26440;"19-Apr-02";"Amtrak Derailment Kills 6 and Traps Dozens";"train derail kills 6";10
18108;"20-Apr-02";"Venezuela's 2 Fateful Days: Leader Is Out, and In Again";"Chavez returns to power";19
22857;"21-Apr-02";"POPE SAYS BISHOPS MUST ACT FIRMLY IN CASES OF ABUSE";"priest abuse scandal";31
18715;"22-Apr-02";"ISRAEL PULLS BACK IN 2 CITIES, SAYING OFFENSIVE IS OVER";"israel ends its offensive";19
17238;"23-Apr-02";"An Age-Old Quest Could Be at an End: Chinese Hail Viagra";"Viagra and Its Counterfeits Ubiquitous in China's Economic Zones";19
21434;"24-Apr-02";"Youth, Money and Ambition Fuel Rival to Newark Mayor";"newark mayoral race";24
20512;"26-Apr-02";"SAUDI TELLS BUSH U.S. MUST TEMPER BACKING OF ISRAEL";"Saudi arabia tells bush to lessen support for israel";19
28677;"27-Apr-02";"Scientist Reveals Secret of Genome: It's His";"genome research";3
22866;"28-Apr-02";"In Crisis, U.S. Catholics See Turning Point for Church";"priest abuse scandal";31
18721;"30-Apr-02";"ISRAELI ARMY RAIDS THE LARGEST CITY IN THE WEST BANK";"Israeli army captures hebron";19
20518;"1-May-02";"NEW STRATEGY SET BY U.S. AND SAUDIS FOR MIDEAST CRISIS";"us and saudi arabia talk about mideast peace";19
22191;"2-May-02";"For the Best Thoroughbreds, It Quickly Pays to Not to Race";"horse racing";29
22867;"3-May-02";"Child Rape Charges Filed Against Priest";"priest abuse scandal";31
22193;"4-May-02";"Louisville's Day at the Races";"horse racing";29
28696;"5-May-02";"Different Lives, One Goal: Finding the Key to College";"different students going through college admission process";6
28698;"7-May-02";"At Last, Colleges Answer, And New Questions Arise";"different students going through college admissions process";6
20523;"8-May-02";"Splits Over Palestinian Statehood And Arafat Role Are Unresolved";"bush divided with arafat over a palestian state";19
18053;"9-May-02";"Colombia War Brings Carnage To Village Altar";"violence in colombia";19
20524;"10-May-02";"An Anti-American Boycott Is Growing in the Arab World";"anti american boycott in arab world";19
21075;"12-May-02";"In Final Twist, Ill Pavarotti Falls Silent for Met Finale";"opera singer backs out of performance";28
18732;"13-May-02";"REBUFFING SHARON, PARTY REPUDIATES PALESTINIAN STATE";"likud party votes against a palestinian state";19
22872;"14-May-02";"Once a Model, Panel on Priests Is Now Faulted";"priest abuse scandal";31
22195;"16-May-02";"Nets Win Series, 4-1; Next Up, the Celtics";"basketball";29
26452;"17-May-02";"House Passes a Welfare Bill With Stricter Rules on Work";"new welfare bill stricter on work";13
28718;"18-May-02";"Survivor of '63 Bomb Recalls Glass Shards and a Sister Lost";"1963 klansman's bombing, murder trial for killing 4 black girls";2
18734;"20-May-02";"BOMBER DISGUISED AS ISRAELI SOLDIER KILLS 3 IN MARKET";"suicide bomb in israel";19
5611;"21-May-02";"ASHCROFT LEARNED OF AGENT'S ALERT JUST AFTER 9/11";"Ashcroft learned about a 9/11 warning after the attacks";16
19545;"22-May-02";"Security Tightened in New York After Vague Threats of Terrorism";"New York security tightened";19
28726;"23-May-02";"Hormone May Explain Difficulty Dieters Have Keeping Weight Off";"hormone's relationship to dieting problems";3
18737;"25-May-02";"At Tense Time, Pakistan Starts To Test Missiles";"pakistan tests missiles";19
20451;"26-May-02";"BUSH JOINS PUTIN IN URGING PAKISTAN TO CURB MILITANTS";"Bush and putin talk to pakistan about kashmir conflict";19
28729;"27-May-02";"Cheaper Body Scans Spread, Despite Doubts";"body scans";3
19548;"29-May-02";"LIBYA IS OFFERING TO PAY $2.7 BILLION FOR PAN AM BLAST";"Libya offers to compensate families of pan an victims";19
28736;"30-May-02";"Self-Criticism And Its Risks";"FBI shift to terrorism";12
28740;"31-May-02";"Changing the Standard";"government surveillance after 9/11";2
17374;"1-Jun-02";"Bomb Attack Shows That Russia Hasn't Rooted Out Anti-Semitism";"anti-semitism in Russia";19
19549;"3-Jun-02";"A Witness Against Al Qaeda Says the U.S. Let Him Down";"witness against Al-Qaeda";19
5618;"4-Jun-02";"Rifts Plentiful As 9/11 Inquiry Begins Today";"beginning of 9/11 inquiry";16
28750;"5-Jun-02";"Edison Schools Gets $40 Million in Loans";"Philadelphia school privatization";6
